file_id,file_name,longitude_latitude,buildings
585,BLD02487_PS3_K3A_NIA0375,"[[10.7567972729, 52.4141798271, 0.0], [10.7650738526, 52.4140565288, 0.0], [10.7652759952, 52.4191174722, 0.0], [10.7569984689, 52.4192407928, 0.0]]",58
586,BLD02488_PS3_K3A_NIA0375,"[[10.7650738526, 52.4140565288, 0.0], [10.7733503723, 52.4139326514, 0.0], [10.7735534616, 52.4189935723, 0.0], [10.7652759952, 52.4191174722, 0.0]]",68
587,BLD02492_PS3_K3A_NIA0375,"[[10.7981795686, 52.4135575445, 0.0], [10.8064558454, 52.4134313507, 0.0], [10.806662721, 52.4184921805, 0.0], [10.7983854976, 52.4186183973, 0.0]]",79
588,BLD02493_PS3_K3A_NIA0375,"[[10.8064558454, 52.4134313507, 0.0], [10.8147320608, 52.4133045778, 0.0], [10.814939883, 52.4183653846, 0.0], [10.806662721, 52.4184921805, 0.0]]",69
589,BLD02494_PS3_K3A_NIA0375,"[[10.8147320608, 52.4133045778, 0.0], [10.8230082146, 52.4131772259, 0.0], [10.8232169832, 52.4182380095, 0.0], [10.814939883, 52.4183653846, 0.0]]",25
590,BLD02495_PS3_K3A_NIA0375,"[[10.8230082146, 52.4131772259, 0.0], [10.8312843063, 52.4130492949, 0.0], [10.8314940214, 52.4181100553, 0.0], [10.8232169832, 52.4182380095, 0.0]]",106
591,BLD02496_PS3_K3A_NIA0375,"[[10.8312843063, 52.4130492949, 0.0], [10.8395603358, 52.4129207848, 0.0], [10.8397709974, 52.4179815219, 0.0], [10.8314940214, 52.4181100553, 0.0]]",141
592,BLD02497_PS3_K3A_NIA0375,"[[10.8395603358, 52.4129207848, 0.0], [10.8478363028, 52.4127916957, 0.0], [10.8480479108, 52.4178524093, 0.0], [10.8397709974, 52.4179815219, 0.0]]",122
593,BLD02498_PS3_K3A_NIA0375,"[[10.8478363028, 52.4127916957, 0.0], [10.8561122069, 52.4126620276, 0.0], [10.8563247613, 52.4177227177, 0.0], [10.8480479108, 52.4178524093, 0.0]]",9
594,BLD02500_PS3_K3A_NIA0375,"[[10.864388048, 52.4125317804, 0.0], [10.8726638256, 52.4124009543, 0.0], [10.8728782728, 52.417461597, 0.0], [10.8646015487, 52.4175924469, 0.0]]",177
595,BLD02506_PS3_K3A_NIA0375,"[[10.9140417534, 52.4117381388, 0.0], [10.9223171449, 52.4116038388, 0.0], [10.9225372696, 52.4166643367, 0.0], [10.9142609319, 52.4167986611, 0.0]]",2
596,BLD02509_PS3_K3A_NIA0375,"[[10.9388677316, 52.411333502, 0.0], [10.9471429262, 52.4111974653, 0.0], [10.9473658894, 52.4162578894, 0.0], [10.9390897486, 52.4163939508, 0.0]]",166
597,BLD02512_PS3_K3A_NIA0375,"[[10.9636931166, 52.410923655, 0.0], [10.9719681118, 52.4107858816, 0.0], [10.9721939132, 52.415846231, 0.0], [10.963917972, 52.4159840294, 0.0]]",88
598,BLD02513_PS3_K3A_NIA0375,"[[10.9719681118, 52.4107858816, 0.0], [10.98024304, 52.4106475293, 0.0], [10.9804697875, 52.4157078535, 0.0], [10.9721939132, 52.415846231, 0.0]]",114
599,BLD02514_PS3_K3A_NIA0375,"[[10.7234930091, 52.4096061696, 0.0], [10.7317688796, 52.4094852099, 0.0], [10.7319671765, 52.4145462471, 0.0], [10.7236903595, 52.4146672287, 0.0]]",259
600,BLD02515_PS3_K3A_NIA0375,"[[10.7317688796, 52.4094852099, 0.0], [10.7400446912, 52.4093636711, 0.0], [10.7402439346, 52.4144246862, 0.0], [10.7319671765, 52.4145462471, 0.0]]",66
601,BLD02516_PS3_K3A_NIA0375,"[[10.7400446912, 52.4093636711, 0.0], [10.7483204437, 52.4092415533, 0.0], [10.7485206335, 52.4143025462, 0.0], [10.7402439346, 52.4144246862, 0.0]]",215
602,BLD02517_PS3_K3A_NIA0375,"[[10.7483204437, 52.4092415533, 0.0], [10.7565961367, 52.4091188565, 0.0], [10.7567972729, 52.4141798271, 0.0], [10.7485206335, 52.4143025462, 0.0]]",73
603,BLD02539_PS3_K3A_NIA0375,"[[10.9303714657, 52.4064084814, 0.0], [10.9386457804, 52.4062730482, 0.0], [10.9388677316, 52.411333502, 0.0], [10.930592471, 52.4114689599, 0.0]]",285
604,BLD02540_PS3_K3A_NIA0375,"[[10.9386457804, 52.4062730482, 0.0], [10.9469200292, 52.4061370361, 0.0], [10.9471429262, 52.4111974653, 0.0], [10.9388677316, 52.411333502, 0.0]]",266
605,BLD02541_PS3_K3A_NIA0375,"[[10.9469200292, 52.4061370361, 0.0], [10.9551942118, 52.4060004453, 0.0], [10.9554180546, 52.4110608496, 0.0], [10.9471429262, 52.4111974653, 0.0]]",180
606,BLD02542_PS3_K3A_NIA0375,"[[10.9551942118, 52.4060004453, 0.0], [10.963468328, 52.4058632756, 0.0], [10.9636931166, 52.410923655, 0.0], [10.9554180546, 52.4110608496, 0.0]]",44
607,BLD02543_PS3_K3A_NIA0375,"[[10.963468328, 52.4058632756, 0.0], [10.9717423774, 52.4057255272, 0.0], [10.9719681118, 52.4107858816, 0.0], [10.9636931166, 52.410923655, 0.0]]",92
608,BLD02544_PS3_K3A_NIA0375,"[[10.9717423774, 52.4057255272, 0.0], [10.9800163599, 52.4055872, 0.0], [10.98024304, 52.4106475293, 0.0], [10.9719681118, 52.4107858816, 0.0]]",18
609,BLD02546_PS3_K3A_NIA0375,"[[10.739845507, 52.4043026512, 0.0], [10.7481203133, 52.4041805555, 0.0], [10.7483204437, 52.4092415533, 0.0], [10.7400446912, 52.4093636711, 0.0]]",118
610,BLD02548_PS3_K3A_NIA0375,"[[10.7563950602, 52.4040578809, 0.0], [10.7646697474, 52.4039346274, 0.0], [10.76487177, 52.4089955806, 0.0], [10.7565961367, 52.4091188565, 0.0]]",22
611,BLD02549_PS3_K3A_NIA0375,"[[10.7646697474, 52.4039346274, 0.0], [10.7729443747, 52.403810795, 0.0], [10.7731473434, 52.4088717257, 0.0], [10.76487177, 52.4089955806, 0.0]]",91
612,BLD02550_PS3_K3A_NIA0375,"[[10.7729443747, 52.403810795, 0.0], [10.7812189417, 52.4036863837, 0.0], [10.7814228564, 52.4087472917, 0.0], [10.7731473434, 52.4088717257, 0.0]]",116
613,BLD02551_PS3_K3A_NIA0375,"[[10.7812189417, 52.4036863837, 0.0], [10.7894934482, 52.4035613934, 0.0], [10.789698309, 52.4086222788, 0.0], [10.7814228564, 52.4087472917, 0.0]]",54
614,BLD02552_PS3_K3A_NIA0375,"[[10.7894934482, 52.4035613934, 0.0], [10.7977678938, 52.4034358243, 0.0], [10.7979737006, 52.4084966869, 0.0], [10.789698309, 52.4086222788, 0.0]]",3
615,BLD02556_PS3_K3A_NIA0375,"[[10.8225908632, 52.4030556438, 0.0], [10.8308650628, 52.4029277592, 0.0], [10.8310746535, 52.4079885295, 0.0], [10.8227995079, 52.4081164373, 0.0]]",56
616,BLD02557_PS3_K3A_NIA0375,"[[10.8308650628, 52.4029277592, 0.0], [10.8391392002, 52.4027992958, 0.0], [10.8393497368, 52.4078600428, 0.0], [10.8310746535, 52.4079885295, 0.0]]",45
617,BLD02558_PS3_K3A_NIA0375,"[[10.8391392002, 52.4027992958, 0.0], [10.8474132752, 52.4026702536, 0.0], [10.8476247576, 52.4077309771, 0.0], [10.8393497368, 52.4078600428, 0.0]]",1
618,BLD02568_PS3_K3A_NIA0375,"[[10.9218770914, 52.4014828279, 0.0], [10.930150526, 52.401347998, 0.0], [10.9303714657, 52.4064084814, 0.0], [10.9220970855, 52.4065433359, 0.0]]",21
619,BLD02569_PS3_K3A_NIA0375,"[[10.930150526, 52.401347998, 0.0], [10.9384238951, 52.4012125893, 0.0], [10.9386457804, 52.4062730482, 0.0], [10.9303714657, 52.4064084814, 0.0]]",117
620,BLD02570_PS3_K3A_NIA0375,"[[10.9384238951, 52.4012125893, 0.0], [10.9466971983, 52.401076602, 0.0], [10.9469200292, 52.4061370361, 0.0], [10.9386457804, 52.4062730482, 0.0]]",244
621,BLD02571_PS3_K3A_NIA0375,"[[10.9466971983, 52.401076602, 0.0], [10.9549704354, 52.4009400359, 0.0], [10.9551942118, 52.4060004453, 0.0], [10.9469200292, 52.4061370361, 0.0]]",128
622,BLD02588_PS3_K3A_NIA0375,"[[10.8389287262, 52.3977385439, 0.0], [10.8472018556, 52.3976095251, 0.0], [10.8474132752, 52.4026702536, 0.0], [10.8391392002, 52.4027992958, 0.0]]",1
623,BLD02599_PS3_K3A_NIA0375,"[[10.9299296519, 52.3962875095, 0.0], [10.9382020757, 52.3961521255, 0.0], [10.9384238951, 52.4012125893, 0.0], [10.930150526, 52.401347998, 0.0]]",1
624,BLD02603_PS3_K3A_NIA0375,"[[10.9630189508, 52.3957425017, 0.0], [10.9712911096, 52.3956048032, 0.0], [10.97151671, 52.4006651677, 0.0], [10.9632436061, 52.4008028912, 0.0]]",49
625,BLD02606_PS3_K3A_NIA0375,"[[10.731174342, 52.3943020691, 0.0], [10.739447316, 52.3941805965, 0.0], [10.7396463819, 52.3992416263, 0.0], [10.7313724624, 52.3993631209, 0.0]]",95
626,BLD02607_PS3_K3A_NIA0375,"[[10.739447316, 52.3941805965, 0.0], [10.7477202308, 52.3940585452, 0.0], [10.7479202424, 52.3991195528, 0.0], [10.7396463819, 52.3992416263, 0.0]]",53
627,BLD02608_PS3_K3A_NIA0375,"[[10.7477202308, 52.3940585452, 0.0], [10.7559930863, 52.3939359152, 0.0], [10.7561940434, 52.3989969005, 0.0], [10.7479202424, 52.3991195528, 0.0]]",146
628,BLD02617_PS3_K3A_NIA0375,"[[10.8221737595, 52.3929340419, 0.0], [10.8304460682, 52.3928062038, 0.0], [10.8306555344, 52.397866984, 0.0], [10.8223822804, 52.3979948453, 0.0]]",127
629,BLD02619_PS3_K3A_NIA0375,"[[10.8387183146, 52.392677787, 0.0], [10.8469904987, 52.3925487916, 0.0], [10.8472018556, 52.3976095251, 0.0], [10.8389287262, 52.3977385439, 0.0]]",50
630,BLD02620_PS3_K3A_NIA0375,"[[10.8469904987, 52.3925487916, 0.0], [10.85526262, 52.3924192176, 0.0], [10.8554749222, 52.3974799276, 0.0], [10.8472018556, 52.3976095251, 0.0]]",145
631,BLD02621_PS3_K3A_NIA0375,"[[10.85526262, 52.3924192176, 0.0], [10.8635346783, 52.392289065, 0.0], [10.8637479257, 52.3973497513, 0.0], [10.8554749222, 52.3974799276, 0.0]]",96
632,BLD02647_PS3_K3A_NIA0375,"[[10.8219653005, 52.3878732335, 0.0], [10.8302366641, 52.3877454186, 0.0], [10.8304460682, 52.3928062038, 0.0], [10.8221737595, 52.3929340419, 0.0]]",39
633,BLD02649_PS3_K3A_NIA0375,"[[10.8385079655, 52.3876170252, 0.0], [10.8467792045, 52.3874880532, 0.0], [10.8469904987, 52.3925487916, 0.0], [10.8387183146, 52.392677787, 0.0]]",3
634,BLD02650_PS3_K3A_NIA0375,"[[10.8467792045, 52.3874880532, 0.0], [10.8550503808, 52.3873585027, 0.0], [10.85526262, 52.3924192176, 0.0], [10.8469904987, 52.3925487916, 0.0]]",325
635,BLD02651_PS3_K3A_NIA0375,"[[10.8550503808, 52.3873585027, 0.0], [10.8633214942, 52.3872283738, 0.0], [10.8635346783, 52.392289065, 0.0], [10.85526262, 52.3924192176, 0.0]]",53
636,BLD02658_PS3_K3A_NIA0375,"[[10.9129468361, 52.3864354522, 0.0], [10.9212175008, 52.3863012741, 0.0], [10.9214372991, 52.3913617971, 0.0], [10.9131656896, 52.3914959996, 0.0]]",1
637,BLD02659_PS3_K3A_NIA0375,"[[10.9212175008, 52.3863012741, 0.0], [10.9294881003, 52.3861665176, 0.0], [10.9297088433, 52.3912270161, 0.0], [10.9214372991, 52.3913617971, 0.0]]",51
638,BLD02665_PS3_K3A_NIA0375,"[[10.9708401096, 52.3854840591, 0.0], [10.9791103119, 52.3853458323, 0.0], [10.9793367231, 52.3904061818, 0.0], [10.9710655761, 52.3905444337, 0.0]]",5
639,BLD02667_PS3_K3A_NIA0375,"[[10.987380447, 52.3852070272, 0.0], [10.9956505147, 52.3850676438, 0.0], [10.9958788151, 52.3901279428, 0.0], [10.9876078028, 52.3902673515, 0.0]]",89
640,BLD02668_PS3_K3A_NIA0375,"[[10.7390493612, 52.3840585223, 0.0], [10.7473203857, 52.3839365153, 0.0], [10.7475202786, 52.3889975327, 0.0], [10.739248309, 52.3891195618, 0.0]]",23
641,BLD02669_PS3_K3A_NIA0375,"[[10.7473203857, 52.3839365153, 0.0], [10.7555913508, 52.3838139298, 0.0], [10.7557921887, 52.3888749249, 0.0], [10.7475202786, 52.3889975327, 0.0]]",159
642,BLD02670_PS3_K3A_NIA0375,"[[10.7555913508, 52.3838139298, 0.0], [10.7638622564, 52.3836907657, 0.0], [10.7640640393, 52.3887517385, 0.0], [10.7557921887, 52.3888749249, 0.0]]",50
643,BLD02676_PS3_K3A_NIA0375,"[[10.8052158806, 52.3830662684, 0.0], [10.8134864228, 52.3829396335, 0.0], [10.8136938751, 52.3880004699, 0.0], [10.8054223881, 52.3881271278, 0.0]]",270
644,BLD02681_PS3_K3A_NIA0375,"[[10.846567973, 52.3824273098, 0.0], [10.8548382046, 52.3822977829, 0.0], [10.8550503808, 52.3873585027, 0.0], [10.8467792045, 52.3874880532, 0.0]]",105
645,BLD02698_PS3_K3A_NIA0375,"[[10.9871531587, 52.3801466979, 0.0], [10.9954222821, 52.3800073398, 0.0], [10.9956505147, 52.3850676438, 0.0], [10.987380447, 52.3852070272, 0.0]]",75
646,BLD02704_PS3_K3A_NIA0375,"[[10.7802002753, 52.3783817696, 0.0], [10.7884700558, 52.3782568927, 0.0], [10.7886746128, 52.3833178027, 0.0], [10.7804038877, 52.3834427022, 0.0]]",3
647,BLD02705_PS3_K3A_NIA0375,"[[10.7884700558, 52.3782568927, 0.0], [10.7967397756, 52.3781314376, 0.0], [10.7969452772, 52.3831923248, 0.0], [10.7886746128, 52.3833178027, 0.0]]",22
648,BLD02706_PS3_K3A_NIA0375,"[[10.7967397756, 52.3781314376, 0.0], [10.8050094344, 52.378005404, 0.0], [10.8052158806, 52.3830662684, 0.0], [10.7969452772, 52.3831923248, 0.0]]",142
649,BLD02707_PS3_K3A_NIA0375,"[[10.8050094344, 52.378005404, 0.0], [10.813279032, 52.3778787922, 0.0], [10.8134864228, 52.3829396335, 0.0], [10.8052158806, 52.3830662684, 0.0]]",148
650,BLD02709_PS3_K3A_NIA0375,"[[10.821548568, 52.377751602, 0.0], [10.8298180423, 52.3776238334, 0.0], [10.8300273221, 52.3826846285, 0.0], [10.8217569034, 52.3828124202, 0.0]]",3
651,BLD02710_PS3_K3A_NIA0375,"[[10.8298180423, 52.3776238334, 0.0], [10.8380874544, 52.3774954866, 0.0], [10.8382976788, 52.3825562584, 0.0], [10.8300273221, 52.3826846285, 0.0]]",8
652,BLD02711_PS3_K3A_NIA0375,"[[10.8380874544, 52.3774954866, 0.0], [10.8463568042, 52.3773665615, 0.0], [10.846567973, 52.3824273098, 0.0], [10.8382976788, 52.3825562584, 0.0]]",1
653,BLD02713_PS3_K3A_NIA0375,"[[10.8546260914, 52.377237058, 0.0], [10.8628953156, 52.3771069763, 0.0], [10.8631083733, 52.3821676775, 0.0], [10.8548382046, 52.3822977829, 0.0]]",1
654,BLD02717_PS3_K3A_NIA0375,"[[10.887702608, 52.3767132615, 0.0], [10.8959715777, 52.3765808668, 0.0], [10.8961884128, 52.3816414725, 0.0], [10.8879184987, 52.3817738913, 0.0]]",29
655,BLD02719_PS3_K3A_NIA0375,"[[10.9042404831, 52.3764478938, 0.0], [10.9125093239, 52.3763143426, 0.0], [10.9127280475, 52.3813748999, 0.0], [10.9044582625, 52.3815084754, 0.0]]",7
656,BLD02720_PS3_K3A_NIA0375,"[[10.9125093239, 52.3763143426, 0.0], [10.9207780998, 52.3761802132, 0.0], [10.9209977677, 52.3812407462, 0.0], [10.9127280475, 52.3813748999, 0.0]]",14
657,BLD02721_PS3_K3A_NIA0375,"[[10.9207780998, 52.3761802132, 0.0], [10.9290468106, 52.3760455056, 0.0], [10.9292674227, 52.3811060141, 0.0], [10.9209977677, 52.3812407462, 0.0]]",7
658,BLD02751_PS3_K3A_NIA0375,"[[10.9205584971, 52.3711196752, 0.0], [10.9288262639, 52.370984992, 0.0], [10.9290468106, 52.3760455056, 0.0], [10.9207780998, 52.3761802132, 0.0]]",54
659,BLD02756_PS3_K3A_NIA0375,"[[10.9618966742, 52.3704404786, 0.0], [10.9701641112, 52.3703029051, 0.0], [10.9703893771, 52.3753632948, 0.0], [10.9621209964, 52.3755008933, 0.0]]",8
660,BLD02759_PS3_K3A_NIA0375,"[[10.9866987844, 52.370026024, 0.0], [10.99496602, 52.3698867165, 0.0], [10.9951941172, 52.3749470307, 0.0], [10.9869259378, 52.3750863635, 0.0]]",18
661,BLD02773_PS3_K3A_NIA0375,"[[10.8459346546, 52.3672450499, 0.0], [10.8542020537, 52.3671155935, 0.0], [10.8544140411, 52.3721763282, 0.0], [10.8461456981, 52.3723058082, 0.0]]",1
662,BLD02778_PS3_K3A_NIA0375,"[[10.8872710185, 52.3665919871, 0.0], [10.8955381005, 52.3664596404, 0.0], [10.8957548069, 52.3715202561, 0.0], [10.8874867812, 52.3716526268, 0.0]]",1
663,BLD02782_PS3_K3A_NIA0375,"[[10.9203389595, 52.3660591322, 0.0], [10.9286057827, 52.3659244735, 0.0], [10.9288262639, 52.370984992, 0.0], [10.9205584971, 52.3711196752, 0.0]]",44
664,BLD02789_PS3_K3A_NIA0375,"[[10.9782053387, 52.3651043839, 0.0], [10.9864716982, 52.3649656795, 0.0], [10.9866987844, 52.370026024, 0.0], [10.9784314813, 52.3701647536, 0.0]]",4
665,BLD02808_PS3_K3A_NIA0375,"[[10.8787891174, 52.3616630872, 0.0], [10.8870553198, 52.3615313424, 0.0], [10.8872710185, 52.3665919871, 0.0], [10.8790038726, 52.3667237558, 0.0]]",85
666,BLD02816_PS3_K3A_NIA0375,"[[10.94491693, 52.3605929478, 0.0], [10.9531826129, 52.3604565799, 0.0], [10.9534058587, 52.3655170295, 0.0], [10.9451392325, 52.3656534221, 0.0]]",64
667,BLD02818_PS3_K3A_NIA0375,"[[10.9614482295, 52.3603196341, 0.0], [10.9697137797, 52.3601821106, 0.0], [10.969938912, 52.3652425104, 0.0], [10.9616724186, 52.3653800589, 0.0]]",9
668,BLD02819_PS3_K3A_NIA0375,"[[10.9697137797, 52.3601821106, 0.0], [10.9779792631, 52.3600440092, 0.0], [10.9782053387, 52.3651043839, 0.0], [10.969938912, 52.3652425104, 0.0]]",12
669,BLD02820_PS3_K3A_NIA0375,"[[10.9779792631, 52.3600440092, 0.0], [10.9862446795, 52.35990533, 0.0], [10.9864716982, 52.3649656795, 0.0], [10.9782053387, 52.3651043839, 0.0]]",5
670,BLD02823_PS3_K3A_NIA0375,"[[10.7545880547, 52.3585088805, 0.0], [10.7628542396, 52.3583858282, 0.0], [10.7630557233, 52.3634468255, 0.0], [10.7547885949, 52.3635699002, 0.0]]",175
671,BLD02824_PS3_K3A_NIA0375,"[[10.7628542396, 52.3583858282, 0.0], [10.7711203646, 52.358262198, 0.0], [10.771322792, 52.3633231728, 0.0], [10.7630557233, 52.3634468255, 0.0]]",19
672,BLD02834_PS3_K3A_NIA0375,"[[10.8455127553, 52.3571235185, 0.0], [10.8537782674, 52.3569941091, 0.0], [10.8539901291, 52.3620548537, 0.0], [10.8457236736, 52.3621842867, 0.0]]",1
673,BLD02836_PS3_K3A_NIA0375,"[[10.8620437168, 52.3568641217, 0.0], [10.870309103, 52.3567335566, 0.0], [10.8705228513, 52.361794254, 0.0], [10.8622565218, 52.3619248428, 0.0]]",5
674,BLD02839_PS3_K3A_NIA0375,"[[10.8868396851, 52.3564706927, 0.0], [10.8951048803, 52.3563383941, 0.0], [10.8953214583, 52.3613990197, 0.0], [10.8870553198, 52.3615313424, 0.0]]",46
675,BLD02843_PS3_K3A_NIA0375,"[[10.9199000796, 52.3559380312, 0.0], [10.9281650163, 52.3558034214, 0.0], [10.9283853668, 52.3608639499, 0.0], [10.920119487, 52.3609985842, 0.0]]",111
676,BLD02844_PS3_K3A_NIA0375,"[[10.9281650163, 52.3558034214, 0.0], [10.9364298877, 52.3556682338, 0.0], [10.9366511812, 52.3607287378, 0.0], [10.9283853668, 52.3608639499, 0.0]]",28
677,BLD02872_PS3_K3A_NIA0375,"[[10.9031525547, 52.351144911, 0.0], [10.9114166784, 52.351011481, 0.0], [10.9116350779, 52.3560720633, 0.0], [10.9033700114, 52.3562055176, 0.0]]",92
678,BLD02873_PS3_K3A_NIA0375,"[[10.9114166784, 52.351011481, 0.0], [10.9196807373, 52.3508774732, 0.0], [10.9199000796, 52.3559380312, 0.0], [10.9116350779, 52.3560720633, 0.0]]",84
679,BLD02874_PS3_K3A_NIA0375,"[[10.9196807373, 52.3508774732, 0.0], [10.9279447312, 52.3507428878, 0.0], [10.9281650163, 52.3558034214, 0.0], [10.9199000796, 52.3559380312, 0.0]]",2
680,BLD02885_PS3_K3A_NIA0375,"[[10.7541871528, 52.3483868265, 0.0], [10.7624514513, 52.3482638189, 0.0], [10.7626528155, 52.353324826, 0.0], [10.754387574, 52.353447856, 0.0]]",4
681,BLD02886_PS3_K3A_NIA0375,"[[10.7624514513, 52.3482638189, 0.0], [10.77071569, 52.3481402335, 0.0], [10.7709179973, 52.3532012182, 0.0], [10.7626528155, 52.353324826, 0.0]]",136
682,BLD02887_PS3_K3A_NIA0375,"[[10.77071569, 52.3481402335, 0.0], [10.7789798688, 52.3480160703, 0.0], [10.7791831191, 52.3530770325, 0.0], [10.7709179973, 52.3532012182, 0.0]]",259
683,BLD02888_PS3_K3A_NIA0375,"[[10.7789798688, 52.3480160703, 0.0], [10.7872439873, 52.3478913295, 0.0], [10.7874481806, 52.352952269, 0.0], [10.7791831191, 52.3530770325, 0.0]]",201
684,BLD02889_PS3_K3A_NIA0375,"[[10.7872439873, 52.3478913295, 0.0], [10.7955080453, 52.3477660108, 0.0], [10.7957131815, 52.3528269276, 0.0], [10.7874481806, 52.352952269, 0.0]]",30
685,BLD02898_PS3_K3A_NIA0375,"[[10.8616182961, 52.3467426646, 0.0], [10.8698817966, 52.3466121469, 0.0], [10.8700954181, 52.3516728542, 0.0], [10.8618309749, 52.3518033957, 0.0]]",38
686,BLD02918_PS3_K3A_NIA0375,"[[10.7787766788, 52.3429551033, 0.0], [10.7870398546, 52.342830385, 0.0], [10.7872439873, 52.3478913295, 0.0], [10.7789798688, 52.3480160703, 0.0]]",150
687,BLD02924_PS3_K3A_NIA0375,"[[10.8283548205, 52.3421981295, 0.0], [10.836617629, 52.3420699456, 0.0], [10.8368274173, 52.3471307521, 0.0], [10.8285636662, 52.3472589592, 0.0]]",9
688,BLD02926_PS3_K3A_NIA0375,"[[10.8448803753, 52.3419411842, 0.0], [10.8531430592, 52.3418118452, 0.0], [10.8533547325, 52.3468726048, 0.0], [10.8450911061, 52.3470019673, 0.0]]",41
689,BLD02927_PS3_K3A_NIA0375,"[[10.8531430592, 52.3418118452, 0.0], [10.8614056803, 52.3416819286, 0.0], [10.8616182961, 52.3467426646, 0.0], [10.8533547325, 52.3468726048, 0.0]]",206
690,BLD02928_PS3_K3A_NIA0375,"[[10.8614056803, 52.3416819286, 0.0], [10.8696682384, 52.3415514345, 0.0], [10.8698817966, 52.3466121469, 0.0], [10.8616182961, 52.3467426646, 0.0]]",20
691,BLD02939_PS3_K3A_NIA0375,"[[10.9522902913, 52.3402147311, 0.0], [10.9605521376, 52.3400778848, 0.0], [10.960776061, 52.3451383297, 0.0], [10.9525132725, 52.3452752008, 0.0]]",1
692,BLD02940_PS3_K3A_NIA0375,"[[10.9605521376, 52.3400778848, 0.0], [10.9688139176, 52.339940461, 0.0], [10.9690387831, 52.3450008809, 0.0], [10.960776061, 52.3451383297, 0.0]]",1
693,BLD02941_PS3_K3A_NIA0375,"[[10.9688139176, 52.339940461, 0.0], [10.9770756309, 52.3398024598, 0.0], [10.9773014385, 52.3448628547, 0.0], [10.9690387831, 52.3450008809, 0.0]]",4
694,BLD02950_PS3_K3A_NIA0375,"[[10.8198841085, 52.337264878, 0.0], [10.8281460366, 52.3371372949, 0.0], [10.8283548205, 52.3421981295, 0.0], [10.82009195, 52.3423257358, 0.0]]",13
695,BLD02954_PS3_K3A_NIA0375,"[[10.8529314487, 52.3367510806, 0.0], [10.8611931276, 52.3366211877, 0.0], [10.8614056803, 52.3416819286, 0.0], [10.8531430592, 52.3418118452, 0.0]]",68
696,BLD02972_PS3_K3A_NIA0375,"[[10.8031541717, 52.3324574031, 0.0], [10.8114152808, 52.3323309979, 0.0], [10.8116221187, 52.3373918837, 0.0], [10.8033600676, 52.3375183118, 0.0]]",4
697,BLD02978_PS3_K3A_NIA0375,"[[10.8527199009, 52.3316903111, 0.0], [10.8609806379, 52.3315604417, 0.0], [10.8611931276, 52.3366211877, 0.0], [10.8529314487, 52.3367510806, 0.0]]",3
698,BLD02980_PS3_K3A_NIA0375,"[[10.8692413119, 52.331429995, 0.0], [10.8775019227, 52.3312989709, 0.0], [10.8777162962, 52.3363596694, 0.0], [10.8694547435, 52.3364907172, 0.0]]",3
699,BLD02988_PS3_K3A_NIA0375,"[[10.7699070605, 52.3278962456, 0.0], [10.7781674701, 52.3277721725, 0.0], [10.7783704795, 52.3328331544, 0.0], [10.770109128, 52.3329572499, 0.0]]",8
700,BLD02991_PS3_K3A_NIA0375,"[[10.7946881086, 52.3275222945, 0.0], [10.8029483369, 52.3273964895, 0.0], [10.8031541717, 52.3324574031, 0.0], [10.7948930016, 52.3325832309, 0.0]]",57
701,BLD02992_PS3_K3A_NIA0375,"[[10.8029483369, 52.3273964895, 0.0], [10.8112085042, 52.3272701072, 0.0], [10.8114152808, 52.3323309979, 0.0], [10.8031541717, 52.3324574031, 0.0]]",36
702,BLD02993_PS3_K3A_NIA0375,"[[10.8112085042, 52.3272701072, 0.0], [10.8194686102, 52.3271431476, 0.0], [10.8196763285, 52.3322040153, 0.0], [10.8114152808, 52.3323309979, 0.0]]",2
703,BLD02994_PS3_K3A_NIA0375,"[[10.8194686102, 52.3271431476, 0.0], [10.8277286546, 52.3270156108, 0.0], [10.8279373147, 52.3320764553, 0.0], [10.8196763285, 52.3322040153, 0.0]]",6
704,BLD02995_PS3_K3A_NIA0375,"[[10.8277286546, 52.3270156108, 0.0], [10.8359886372, 52.3268874966, 0.0], [10.836198239, 52.3319483179, 0.0], [10.8279373147, 52.3320764553, 0.0]]",252
705,BLD02996_PS3_K3A_NIA0375,"[[10.8359886372, 52.3268874966, 0.0], [10.8442485577, 52.3267588053, 0.0], [10.8444591011, 52.3318196032, 0.0], [10.836198239, 52.3319483179, 0.0]]",1
706,BLD02999_PS3_K3A_NIA0375,"[[10.8607682112, 52.3264996908, 0.0], [10.8690279436, 52.3263692677, 0.0], [10.8692413119, 52.331429995, 0.0], [10.8609806379, 52.3315604417, 0.0]]",4
707,BLD03000_PS3_K3A_NIA0375,"[[10.8690279436, 52.3263692677, 0.0], [10.8772876128, 52.3262382674, 0.0], [10.8775019227, 52.3312989709, 0.0], [10.8692413119, 52.331429995, 0.0]]",2
708,BLD03002_PS3_K3A_NIA0375,"[[10.8855472185, 52.3261066899, 0.0], [10.8938067604, 52.3259745352, 0.0], [10.8940229534, 52.3310351908, 0.0], [10.88576247, 52.3311673695, 0.0]]",20
709,BLD03008_PS3_K3A_NIA0375,"[[10.7944832763, 52.322461353, 0.0], [10.802742563, 52.3223355709, 0.0], [10.8029483369, 52.3273964895, 0.0], [10.7946881086, 52.3275222945, 0.0]]",133
